"Entrez Gene ID","gene","Ctrl","Ctrl.1","MandIL4","MandIL4.1","MandIL4.2","MandLPSandIFNg","MandLPSandIFNg.1","MandLPSandIFNg.2"
"258697","Olfr1444",1.8604,0.04348,0,3.97,1.071,0,2.9263,4.5053
"258698","Olfr1447",0,0,0,0,0,0,0,0
"258699","Olfr1446",0,0,0,0,0,0,0,0
"258700","Olfr1451",0,0,0,0,0,0,0,0
"258701","Olfr401",0,0,0,0,0,0,0,0
"258702","Olfr410",0,0,0,0,0,0,0,0
"258703","Olfr402",0,0,0,0,0,0,0,0
"258704","Olfr411",0,0,0,0,0,0,0,0
"258705","Olfr398",0,0,0,0,0,0,0,0
"258706","Olfr43",0,0,0,0,0,0,0,0
"258708","Olfr1342",0,0,0,0,0,0,0,0
"258709","Olfr248",0,0,0,0,0,0,0,0
"258710","Olfr419",0,0,0,0,0,0,0,0
"258711","Olfr432",0,0,0,0,0,0,0,0
"258712","Olfr433",0,0,0,0,0,0,0,0
"258713","Olfr430",0,0,0,0,0,0,0,0
"258715","Olfr421",0,0,0,0,0,0,0,0
"258716","Olfr424",0,0,0,0,0,0,0,0
"258717","Olfr429",0,0,0,0,0,0,0,0
"258718","Olfr513",1.1528,0,0,0,0,0,0,0
"258719","Olfr512",0,0,0,0,0,0,0,0
"258720","Olfr516",0,0,0,0,0,0,0,0
"258721","Olfr514",0,0,0,0,0,0,0,0
"258722","Olfr611",0,0,0,0,0,0,0,0
"258723","Olfr781",0,0,0,0,0,0,0,0
"258724","Olfr784",0,0,0,0,0,0,0,0
"258725","Olfr1095",0,0,0,0,0,0,0,0
"258726","Olfr599",0,0,0,0,0,0,0,0
"258727","Olfr488",0,0,0,0,0,0,0,0
"258728","Olfr482",0.4349,0.2363,1.7015,2.0482,1.2134,0.9815,-0.2732,1.0176
"258729","Olfr478",0,0,0,0,0,0,0,0
"258730","Olfr483",0,0,0,0,0,0,0,0
"258731","Olfr491",0,0,0,0,0,0,0,0
"258732","Olfr494",0,0,0,0,0,0,0,0
"258733","Olfr497",0,0,0,0,0,0,0,0
"258734","Olfr502",0,0,0,0,0,0,0,0
"258736","Olfr1497",0,0,0,0,0,0,0,0
"258737","Olfr1316",0,0,0,0,0,0,0,0
"258738","Olfr507",0,0,0,0,0,0,0,0
"258739","Olfr1362",0,0,0,0,0,0,0,0
"258740","Olfr957",0,0,0,0,0,0,0,0
"258741","Olfr935",0,0,0,2.0199,0,0,0,0
"258742","Olfr146",0,0,0,0,0,0,0,0
"258743","Olfr661",0,0,0,0,0,0,0,0
"258744","Olfr875",0,0,0,0,0,0,0,0
"258745","Olfr689",0,0,0,0,0,0,0,0
"258746","Olfr648",0,0,0,0,0,0,0,0
"258747","Olfr1106",0,0,0,0,0,0,0,0
"258748","Olfr1195",0,0,0,0,0,0,0,0
"258749","Olfr556",0,0,0,0,0,0,0,0
"258750","Olfr551",0,0,0,0,0,0,0,0
"258751","Olfr608",0,0,0,0,0,0,0,0
"258752","Olfr583",0,0,0,0,0,0,0,0
"258753","Olfr678",0,0,0,0,0,0,-2.2537,0
"258754","Olfr214",0,0,0,0,0,0,0,0
"258755","Olfr672",0,0,0,0,0,0,0,0
"258756","Olfr414",0,0,0,0,0,0,0,0
"258757","Olfr1013",0,0,0,0,0,0,0,0
"258758","Olfr1406",0,0,0,0,0,0,0,0
"258759","Olfr1408",0,0,0,0,0,0,0,0
"258762","Olfr1109",0,0,0,0,0,0,0,0
"258763","Olfr1104",0,0,0,0,0,0,0,0
"258764","Olfr1099",0,0,0,0,0,0,0,0
"258765","Olfr1110",0,0,0,0,0,0,0,0
"258766","Olfr259",0,0,0,0,0,0,0,0
"258767","Olfr1176",0,0,0,0,0,0,0,0
"258768","Olfr1189",0,0,0,0,0,0,0,0
"258769","Olfr508",0,0,0,0,0,0,0,0
"258770","Olfr472",0,0,0,0,0,0,0,0
"258771","Olfr473",0,0,0,0,0,0,0,0
"258772","Olfr821",0,0,0,0,0,0,0,0
"258773","Olfr818",0,0,0,0,0,0,0,0
"258774","Olfr1208",0,0,0,0,0,0,0,0
"258775","Olfr196",0,0,0,0,0,0,0,0
"258776","Olfr715",0,0,0,0,0,0,0,0
"258777","Olfr922",0,0,0,0,0,0,0,0
"258778","Olfr921",0,0,0,0,0,0,0,0
"18324","Olfr26",0,0,0,0,0,0,0,0
"258780","Olfr916",0,0,0,0,0,0,0,0
"258781","Olfr915",0,0,0,0,0,0,0,0
"258782","Olfr914",0,0,0,0,0,0,0,0
"258783","Olfr920",5.5815,5.285,4.7447,0,4.6731,0.6331,4.7145,5.8466
"258784","Olfr1245",0,0,0,0,0,0,0,0
"258785","Olfr1230",0,-0.1894,0,0,-3.6819,0,0,0
"258786","Olfr1238",0,0,0,0,0,0,0,0
"258787","Olfr1248",0,0,0,0,0,0,0,0
"258788","Olfr1246",0,0,4.3615,0,0,-1.1352,0,0
"258789","Olfr1271",0,0,0,0,0,0,0,0
"258790","Olfr1263",0,0,0,0,0,0,0,0
"258791","Olfr812",0,0,0,0,0,0,0,0
"258792","Olfr1499",0,0,0,0,0,0,0,0
"258793","Olfr1502",0,0,0,0,0,0,0,0
"258794","Olfr878",0,0,0,0,0,0,0,0
"258797","Olfr904",0,0,0,0,0,0,0,0
"258798","Olfr902",0,0,0,0,0,0,0,0
"258799","Olfr906",0,0,0,0,0,0,0,0
"258800","Olfr905",0,0,0,0,0,0,0,0
"258801","Olfr907",0,0,0,0,0,0,0,0
"258802","Olfr143",0,0,0,0,0,0,0,0
"258803","Olfr136",0,0,0,0,0,0,0,0
"258804","Olfr1240",0,0,0,0,0,0,0,0
"258805","Olfr1426",0,0,0,0,0,0,0,0
"258806","Olfr912",2.8637,1.1692,2.1337,2.1966,1.7586,2.1005,3.2086,3.1923
"258807","Olfr910",0,0,0,0,0,0,0,0
"258808","Olfr620",0,0,0,0,0,0,0,0
"258809","Olfr651",0,0,0,0,0,0,0,0
"258810","Olfr665",0,0,0,0,0,0,0,0
"258811","Olfr926",0,0,0,0,0,0,0,0
"258812","Olfr923",0,0,0,0,0,0,0,0
"258814","Olfr1156",0,0,0,0,0,0,0,0
"258815","Olfr1218",0,0,0,0,0,0,0,0
"258816","Olfr466",0,0,0,0,0,0,0,0
"258817","Olfr655",0,0,0,0,0,0,0,0
"258818","Olfr629",0,0,0,0,0,0,0,0
"258819","Olfr640",0,0,0,0,0,0,0,0
"258820","Olfr1184",0,0,0,0,0,0,0,0
"258821","Olfr273",0,0,3.1104,0,0,0,0,0
"258822","Olfr39",0,0,0,0,0,0,0,0
"258823","Olfr969",0,0,0,0,0,0,0,0
"258824","Olfr983",0,0,0,0,0,0,0,0
"258825","Olfr975",0,0,0,0,0,0,0,0
"258826","Olfr27",0,0,0,0,0,0,0,0
"18343","Olfr44",0,0,0,0,0,0,0,0
"258828","Olfr133",0,0,0,0,0,0,0,0
"258829","Olfr134",-3.5691,0,0,0,0,0,0,0
"258830","Olfr103",0,0,0,0,0,0,0,0
"258831","Olfr101",0,0,0,0,0,0,0,0
"258832","Olfr109",0,0,0,0,0,0,0,0
"258833","Olfr1132",0,0,0,0,0,0,0,0
"258834","Olfr1126",0,0,0,0,0,0,0,0
"258835","Olfr1130",0,0,0,0,0,0,0,0
"258836","Olfr272",0,0,0,0,0,0,0,0
"258837","Olfr545",0,0,0,0,0,0,0,0
"258838","Olfr617",0,0,0,0,0,0,0,0
"258840","Olfr1097",0,0,0,0,0,0,0,0
"258841","Olfr1107",0,0,0,0,0,0,0,0
"258842","Olfr1098",0,0,0,0,0,0,0,0
"258843","Olfr1087",0,0,0,0,0,0,0,0
"258844","Olfr1090",0,0,0,0,0,0,0,0
"258845","Olfr1161",0,0,0,0,0,0,0,0
"258846","Olfr1157",0,0,0,0,0,0,0,0
"258850","Olfr295",0,0,0,0,0,0,0,0
"258851","Olfr1339",0,0,0,0,0,0,0,0
"258852","Olfr1341",0,0,0,0,0,0,0,0
"258853","Olfr982",0,0,0,0,0,0,0,0
"258854","Olfr985",0,0,0,0,0,0,0,0
"258857","Olfr275",0,0,0,0,0,0,0,0
"258858","Olfr371",0.2344,0,0,0,0,0,0,0
"258859","Olfr161",0,0,0,0,0,0,0,0
"18373","Olfr9",0,0,0,0,0,0,0,0
"258861","Olfr763",0,0,0,0,0,0,0,0
"258862","Olfr770",0,0,0,0,0,0,0,0
"258863","Olfr768",0,0,0,0,0,0,0,0
"258865","Olfr992",0,0,0,0,0,0,0,0
"258866","Olfr1008",0,0,0,0,0,0,0,0
"258867","Olfr131",0,0,0,0,0,0,0,0
"258868","Olfr894",0,0,0,0,0,0,0,0
"258869","Olfr147",0,0,0,0,0,0,0,0
"18323","Olfr25",0,0,0,0,0,0,0,0
"258871","Olfr898",0,0,0,0,0,0,0,0
"258872","Olfr908",0,0,0,0,0,0,0,0
"258873","Olfr911-ps1",0,0,0,0,0,0,0,0
"258875","Olfr895",0,0,0,0,0,0,0,0
"258877","Olfr1395",0,0,0,0,0,0,0,0
"18329","Olfr30",-1.6267,0,0,0,0,0,0,0
"258879","Olfr330",0,-2.0807,0,0,0,0,0,0
"258881","Olfr1404",0,0,0,0,0,0,0,0
"258882","Olfr874",0,0,0,0,0,0,0,0
"258883","Olfr876",0,0,0,0,0,0,0,0
"258886","Olfr1299",0,0,0,0,0,0.9815,0,1.7835
"258887","Olfr1294",0,0,0,0,0,0,0,0
"258888","Olfr1298",0,0,0,0,0,0,0,0
"258889","Olfr1301",0,0,0,0,0,0,0,0
"258890","Olfr1297",0,0,0,0,0,0,0,0
"258891","Olfr1302",0,0,0,0,0,0,0,0
"258892","Olfr126",0,0,0,0,0,0,0,0
"258893","Olfr1225",0,0,0,0,0,0,0,0
"258894","Olfr1223",0,0,0,0,0,0,0,0
"258895","Olfr1216",0,-3.8636,0,0,0,0,0,0
"258897","Olfr1201",0,0,0,0,0,0,0,0
"258898","Olfr1205",0,0,0,0,0,0,0,0
"258899","Olfr1214",-2.4571,-0.3107,0,0,0,-1.8279,0,-1.5027
"258900","Olfr1213",0,0,0,0,0,0,0,0
"258901","Olfr1219",0,0,0,0,0,0,-3.334,0
"258902","Olfr1220",0,0,0,0,0,0,0,0
"258903","Olfr1217",0,0,0,0,0,0,0,0
"258904","Olfr1221",0,0,0,0,0,0,0,0
"258905","Olfr871",0,0,0,0,0,0,0,0
"57251","Olfr870",0,-0.1894,0,0,-3.1961,0,-0.5475,0
"258907","Olfr851",0,0,0,0,0,0,0,0
"258908","Olfr853",0,0,0,0,0,0,0,0
"258909","Olfr1282",-3.5691,0,0,0,0,0,0,0
"258910","Olfr1280",0,0,0,0,0,0,0,0
"18351","Olfr51",0,0,0,0,0,0,0,-2.1638
"258912","Olfr1378",0,0,0,0,0,0,0,0
"258913","Olfr1377",0,0,0,0,0,0,0,0
"258914","Olfr211",0,0,0,0,0,0,0,0
"258915","Olfr1348",0,0,0,0,0,0,0,0
"18349","Olfr5",-2.8454,0,0,0,0,0,0,-2.2408
"258917","Olfr1336",0,0,0,0,0,0,0,0
"258918","Olfr1346",-0.9991,-0.04348,0,-2.8326,0,0,0,0
"258919","Olfr1179",0,0,0,0,0,0,0,0
"258920","Olfr1180",0,0,0,0,0,0,0,0
"258921","Olfr1188",0,0,0,0,0,0,0,0
"258922","Olfr267",0,0,0,0,0,0,0,0
"258923","Olfr1",0,0,0,0,0,0,0,0
"258924","Olfr376",0,0,0,0,0,0,0,0
"258925","Olfr20",0,0,0,0,0,0,0,0
"258926","Olfr476",0,0,0,0,0,0,0,0
"258927","Olfr481",0,0,0,0,0,0,0,0
"258928","Olfr477",0,0,0,0,0,0,0,0
"258929","Olfr799",0,0,0,0,0,0,0,0
"258930","Olfr808",0,0,0,0,0,0,0,0
"258931","Olfr807",0,0,0,0,0,0,0,0
"258932","Olfr791",0,0,0,0,0,0,0,0
"258933","Olfr796",0,0,0,0,0,0,0,0
"258934","Olfr802",0,0,0,0,0,0,0,0
"258935","Olfr790",0,0,0,0,0,0,0,0
"18345","Olfr46",0,0,0,0,0,0,0,0
"258937","Olfr167",0,0,0,0,0,0,0,0
"258938","Olfr1417",0,0,0,0,0,0,0,0
"258939","Olfr63",0,0,0,0,0,0,0,0
"258940","Olfr346",0,0,0,0,0,0,0,0
"258941","Olfr354",0,2.0034,0,0,0,0,0,0
"258942","Olfr352",0,0,0,0,0,0,0,0
"258943","Olfr353",0,0,0,0,0,0,0,0
"258944","Olfr351",0,0,0,0,0,0,0,0
"258945","Olfr347",0,0,0,0,0,0,0,0
"258946","Olfr348",0,0,0,0,0,0,0,0
"258947","Olfr345",0,0,2.0525,0,0,0,0,0
"18350","Olfr50",0,0,0,0,0,0,0,0
"258949","Olfr338",0,0,0,0,0,0,0,0
"258950","Olfr342",0,0,0,0,0,0,0,0
"258951","Olfr339",0,0,0,0,0,0,0,0
"258952","Olfr341",0,0,0,0,0,0,0,0
"258953","Olfr340",0,0,0,0,0,0,0,0
"258954","Olfr522",0,0,0,0,0,0,0,0
"258955","Olfr531",0,0,0,0,0,0,0,0
"258956","Olfr535",0,0,0,0,0,0,0,0
"18361","Olfr60",0,0,0,0,0,0,0,0
"258958","Olfr525",0,0,0,0,0,0,0,0
"258959","Olfr170",0,0.2568,0,0,0,0,0,0
"258960","Olfr171",0,0,0,0,0,0,0,0
NA,"Olfr631",0,0,0,0,0,0,0,0
"258962","Olfr53",0,0,0,0,0,0,0,0
"258963","Olfr539",0,0,0,0,0,0,0,0
"258964","Olfr541",0,0,0,0,0,0,0,0
"18344","Olfr45",0,0,0,0,0,0,0,0
"18362","Olfr61",0,0,0,0,0,0,0,0
"258967","Olfr1250",0,0,0,0,0,0,0,0
"258968","Olfr1247",0,0,0,0,0,0,0,0
"258969","Olfr1226",-3.1279,-0.9342,0,0,0,0,0,0
"258970","Olfr1242",0,0,0,0,0,0,0,0
"258971","Olfr1243",0,0,0,0,0,0,0,0
"258972","Olfr1239",0,0,0,0,0,0,0,0
"258973","Olfr1228",0,0,0,0,0,0,0,0
"258974","Olfr1233",0,0,0,0,0,0,0,0
"258975","Olfr1234",0,0,0,0,0,0,0,0
"258976","Olfr1262",0,0,0,0,0,0,0,0
"258977","Olfr1273-ps",0,0,0,0,0,0,0,0
"258979","Olfr1255",0,0,0,0,0,0,0,0
"258980","Olfr1258",0,0,0,0,0,0,0,0
"258982","Olfr1272",0,0,0,0,0,0,0,0
"258983","Olfr1260",0,0,0,0,0,0,0,0
"258984","Olfr1257",0,0,0,0,0,0,0,0
"258985","Olfr1256",0,0,0,0,0,0,0,0
"406186","Olfr142",0,0,0,0,0,0,0,0
"258987","Olfr1270",0,0,0,0,0,0,0,0
"258988","Olfr38",0,0,0,0,0,0,0,0
"258989","Olfr457",0,0,0,0,0,-0.2677,-1.9221,0
"258990","Olfr447",0,0,0,0,0,0,0,0
"258991","Olfr1496",0,0,0,0,0,0,0,0
"258992","Olfr1494",0,0,0,0,0,0,0,0
"258993","Olfr206",0,0,0,0,0,0,0,0
"258994","Olfr204",0,0,0,0,0,0,0,0
"258995","Olfr176",0,0,0,0,0,0,0,0
"258996","Olfr201",0,0,0,0,0,0,0,0
"258997","Olfr202",0,0,0,0,0,0,0,0
"258998","Olfr177",0,0,0,0,0,0,0,0
"258999","Olfr178",0,0,0,0,0,0,0,0
"259000","Olfr195",0,0,0,0,0,0,0,0
"259001","Olfr181",0,0,0,0,0,0,0,0
"259002","Olfr173",0,0,0,0,0,0,0,0
"259003","Olfr172",0,0,0,0,0,0,0,0
"259004","Olfr175-ps1",0,0,0,0,0,0,0,0
"259005","Olfr139",0,0,0,0,0,0,0,0
"259006","Olfr399",0,0,0,0,0,0,0,0
"259007","Olfr395",0,0,0,0,0,0,0,0
"259008","Olfr392",0,0,0,0,0,0,0,0
"259009","Olfr394",0,0,0,0,0,0,0,0
"259010","Olfr393",0,0,0,0,0,0,0,0
"259011","Olfr389",0,0,0,0,0,0,0,0
"259012","Olfr1052",0,0,0,0,0,0,0,0
"259013","Olfr1044",0,0,0,0,0,0,0,0
"259014","Olfr1047",0,-2.5437,0,0,0,-3.4017,0,0
"259015","Olfr1038-ps",0,0,0,0,0,0,0,0
"259016","Olfr1048",0,0,0,0,0,0,0,0
"259017","Olfr1019",0,0,0,0,0,0,0,0
"259018","Olfr1049",0,0.06499,0,0,0,0,0,0
"259019","Olfr1045",0,0,0,0,0,0,0,0
"259020","Olfr1056",0,0,0,0,0,0,0,0
"259021","Olfr1054",0,0,0,0,0,0,0,0
"259023","Olfr1055",0,0,0,0,0,0,0,0
"259024","Olfr381",0,0,0,0,0,0,0,0
"259025","Olfr385",0,0,0,0,0,0,0,0
"259026","Olfr378",0,0,0,0,0,0,0,0
"259027","Olfr380",0,0,0,0,0,0,0,0
"259028","Olfr532",0,0,0,0,0,0,0,0
"18330","Olfr31",0,0,0,0,0,0,0,0
"259030","Olfr1124",0,0,0,0,0,0,0,0
"259031","Olfr1120",0,0,0,0,0,0,0,0
"259032","Olfr1134",-1.6267,-0.04348,0,0,0,0,0,0
"259033","Olfr1122",0,0,0,0,0,0,0,0
"259034","Olfr705",0,0,0,0,0,0,0,0
"259035","Olfr714",0,0,0,0,0,0,0,0
"259036","Olfr713",0,0,0,0,0,0,0,0
"259037","Olfr711",0,0,0,0,0,0,0,0
"259038","Olfr283",0,0,0,0,0,0,0,0
"259039","Olfr1413",0,0,-3.3865,0,0,0,0,0
"259040","Olfr1416",0,0,0,0,0,0,0,0
"259041","Olfr1414",0,0,0,0,0,0,0,0
"259042","Olfr1351",0,0,0,0,0,0,0,0
"18357","Olfr57",0.1609,-0.1124,0,0,0,0,-0.6041,-1.1008
"259044","Olfr1353",0,0,0,0,0,0,0,0
"259045","Olfr669",0,0,0,0,0,0,0,0
"259046","Olfr679",0,0,0,0,0,0,0,0
"259047","Olfr683",0,0,0,0,0,0,0,0
"259048","Olfr600",0,0,0,0,0,0,0,0
"259049","Olfr618",0,0,0,0,0,0,0,0
"259050","Olfr652",0,0,0,0,0,0,0,0
"259051","Olfr658",0,0,0,0,0,0,1.1664,0
"259052","Olfr659",0,0,0,0,0,0,0,0
"259053","Olfr362",0,0,0,0,0,0,0,0
"259054","Olfr589",0,0,0,0,0,0,0,0
"259055","Olfr582",0,0,0,0,0,0,0,0
"259056","Olfr584",0,0,0,0,0,0,0,0
"259057","Olfr649",0,0,0,0,0,0,0,0
"259058","Olfr646",0,0,0,0,0,0,0,0
"259061","Olfr668",0,0,0,0,0,0,0,0
"259062","Olfr667",0,0,0,0,0,0,0,0
"259063","Olfr691",0,0,0,0,0,0,0,0
"259064","Olfr124",0,0,0,0,0,0,0,0
"259066","Olfr520",0,0,0,0,0,0,0,0
"259067","Olfr449",0,0,0,0,0,0,0,0
"259068","Olfr1390",0,0,0,0,0,0,0,0
"259069","Olfr1389",0,0,0,0,0,0,0,0
"259070","Olfr829",-0.9991,-3.507,0,0,0,0,0,-0.4536
"259071","Olfr166",0,0,0,0,0,0,0,0
"259072","Olfr686",0,0,0,0,0,0,0,0
"259073","Olfr603",0,0,0,0,0,0,0,0
"259074","Olfr1352",0,0,0,0,0,0,0,0
"259075","Olfr641",0,0,0,0,0,0,0,0
"18332","Olfr33",0,0,0,0,0,0,0,0
"57250","Olfr653",0,0,0,0,0,0,0,0
"259078","Olfr656",0,0,0,0,0,0,0,0
"259080","Olfr619",0,0,0,0,0,0,0,0
"259081","Olfr643",0,0,0,0,0,0,-3.334,0
"259082","Olfr1062",0,0,0,0,0,0,0,0
"259083","Olfr547",0,0,0,0,0,0,0,0
"259084","Olfr615",0,0,0,0,0,0,0,0
"259085","Olfr610",0,0,0,0,0,0,0,0
"259086","Olfr609",0,0,0,0,0,0,0,0
"259087","Olfr622",0,0,0,0,0,0,0,0
"259088","Olfr639",0,0,0,0,0,0,0,0
"259089","Olfr571",0,0,0,0,-3.5821,0,0,0
"259091","Olfr585",0,0,0,0,0,0,0,0
"259092","Olfr569",0,0,0,0,0,0,0,0
"259093","Olfr572",0,0,0,0,0,0,0,0
"259095","Olfr568",0,0,0,0,0,0,0,0
"259096","Olfr561",0,0,0,0,0,0,0,0
"259097","Olfr558",0,0,0,0,0,0,0,0
"259098","Olfr606",0,0,0,0,0,0,0,0
"259099","Olfr676",0,0,0,0,0,0,0,0
"259100","Olfr666",0,0,0,0,0,0,0,0
"259159","Olfr628",0,0,0,0,0,0,0,0
"259102","Olfr630",0,0,0,0,0,0,0,0
"259103","Olfr616",0,0,0,0,0,0,0,0
"259104","Olfr613",0,0,0,0,0,0,0,0
"259105","Olfr549",0,0,0,0,0,0,0,0
"259106","Olfr552",0,0,0,0,0,0,0,0
"259107","Olfr555",0,0,0,0,0,0,0,0
"259108","Olfr550",0,0,0,0,0,0,0,0
"259109","Olfr978",0,0,0,0,0,0,0,0
"259110","Olfr980",0,0,0,0,0,0,0,0
"259111","Olfr974",0,0,0,0,0,0,0,0
"259112","Olfr979",0,0,0,0,0,0,0,0
"259113","Olfr577",0,0,0,0,0,0,0,0
"259114","Olfr570",0,0,0,0,0,0,0,0
"259115","Olfr586",0,0,0,0,0,0,0,0
"259116","Olfr559",0,0,0,0,0,0,0,0
"259117","Olfr560",0,0,0,0,0,0,0,0
"259118","Olfr575",0,0,0,0,0,0,0,0
"259119","Olfr578",0,0,0,0,0,0,0,0
"259122","Olfr635",0,0,0,0,0,0,0,0
"259123","Olfr632",0,0,0,0,0,0,0,0
"259124","Olfr638",0,0,0,0,0,0,0,0
"259125","Olfr644",0,0,0,0,0,0,0,0
"259126","Olfr623",0,0,0,0,0,0,0,0
"110147","Ehmt2",7.2791,8.1328,6.6733,7.515,7.0892,7.9032,8.1228,7.7773
"380608","Tagap1",4.8785,4.6362,2.5634,2.4438,4.4228,4.9755,4.4769,3.899
"26556","Homer1",6.3676,6.6636,7.7049,8.0311,7.6981,6.6627,7.2889,7.7569
"192292","Nrbp1",7.2045,7.2536,7.1602,7.1369,7.3789,8.6788,8.4453,8.6105
"76184","Abca6",3.354,0.1559,0,0,0,0,0,0
"217265","Abca5",0,5.2161,5.57,2.7323,1.6546,4.2805,3.8795,4.5053
"217262","Abca9",6.1204,6.4222,1.8069,0,4.1228,0,0,0
"230587","Glis1",0,0,0,0,0,0,0,0
"216453","Rdh19",0,0,0,0,0,0,0,0
"246228","Vwa1",0.7892,0,0,0,0,0,0,3.9532
"12238","Commd3",7.5529,7.9569,6.3484,7.0222,6.2301,6.9553,7.0387,6.7281
"20388","Sftpb",1.8604,0.08696,0,0,0,0,0,0
"667663","Myo3a",0,0.1504,0,0,0,0,0,1.1746
"193116","Slu7",10.187,10.523,9.6677,9.2246,9.9731,10.7769,9.5114,10.3076
"74120","Zfp263",7.9111,8.4353,7.3264,7.2505,7.0663,7.1939,10.187,7.9562
"21769","Zfand3",7.4458,6.7095,7.6365,7.9381,6.0796,8.0885,7.9003,8.2566
"69217","Plekha4",0,0,0,0,0,0,3.2672,2.6327
"70239","Gtf3c5",1.8604,0.1221,0,4.0891,4.6064,4.9618,4.1239,5.1983
"83486","Rbm5",8.9538,9.3319,9.1204,8.7764,8.4015,8.4811,9.2199,9.3354
"107939","Pom121",6.1204,6.5672,7.5536,6.6765,6.6048,7.6076,8.003,7.9638
"108115","Slco4a1",0,0,0,0,0,0,0,0
"110012","Gm16517",6.2646,5.1845,1.5382,2.9119,3.6378,4.4937,4.1834,4.8618
"116810","Foxn4",0,-3.507,0,0,0,0,0,0
"20512","Slc1a3",0,0,0,0,0,0,0,0
"266614","Ly6g5b",0,0,0,0,0,0,0,0
"73336","Prss44",0,0,0,0,0,0,0,0
"97848","Serpinb6c",0,0.05748,0,0,0,0,0,0
"107868","Usp9y",0,0,0,0,0,0,0,0
"108015","Chrnb4",0,0,0,0,0,0,0,0
"110651","Rps6ka3",6.6094,5.9916,8.2359,6.3299,6.3876,4.2419,6.4198,6.6334
"110891","Slc8a2",0,0,0,0,0,0,2.9263,0
"114652","Ly6g5c",0,0,0,0,0,0,0,0
"192119","Dicer1",8.3474,8.3922,8.0546,8.2552,8.2413,6.9707,6.9432,7.2939
"207213","Tdpoz1",0,0,0,0,0,0,0,0
"209047","Gipc3",0,0,0,0,0,0,0,0
"104394","E2f4",7.3306,6.8781,7.396,6.62,7.2254,6.5674,7.1846,6.0805
"217217","Asb16",0,0,0,0,0,0,0,0
"74486","Osbpl10",0,0,0,0,0,0,0,0
"20908","Stx3",8.5713,8.4894,8.4394,9.1829,8.4498,9.9289,9.4296,9.5942
"21907","Nr2e1",0,0,0,0,0,0,0,0
"56085","Ubqln1",7.9381,7.3577,8.2786,7.4696,8.0499,7.8194,7.2491,7.8231
"30933","Tor2a",5.7667,4.4019,2.0525,5.4463,0,5.3264,4.1834,4.9008
"73341","Arhgef6",9.1252,9.713,8.078,8.6608,8.74,7.2536,7.0387,7.0367
"77674","Defb12",0,0,0,0,0,0,0,0
"15442","Hpse",5.9097,6.6555,5.1243,5.6212,4.1228,6.865,7.3693,6.9467
"20620","Plk2",9.6677,9.8838,11.1658,11.4053,10.9439,9.4583,9.5716,9.0476
"67291","Ccdc137",4.8618,5.305,6.2132,5.7802,0,5.9291,4.1834,5.9221
"70425","Csnk1g3",6.4222,6.7432,8.4644,5.4817,6.2486,7.833,7.1324,7.2291
"71702","Cdc5l",9.0615,9.0371,9.1655,9.1758,9.1748,9.1829,8.8481,9.1245
"71773","Ugt2b1",0,0,0,0,0,0,0,0
"72201","Otud6b",8.41,8.3397,8.71,9.0624,8.9682,6.9458,8.8021,7.9857
"72469","Plcd3",0,0.2344,0,0,0,0,0,0
"72556","Zfp566",2.7087,2.566,5.0763,0,1.071,0,0,2.6327
"74196","Ttc27",0.7892,4.2599,6.0496,5.6797,4.8524,0,2.3389,0
"74309","Osbp2",3.8627,0,0,0,0,0,1.8712,0
"76130","Las1l",7.3404,7.4478,7.1269,8.1261,7.5814,7.0432,7.7613,8.1037
"76589","Unc5cl",0,0,0,0,0,2.5533,0,0
"76938","Rbm17",10.5183,10.2505,10.4499,10.3904,9.9233,10.3056,10.4278,9.8179
"77593","Usp45",5.5815,7.3557,7.0827,7.3884,5.6625,7.1134,7.1517,7.1779
"16069","Igj",1.8604,1.5636,0,3.3453,0,0,1.8712,2.2755
"75605","Kdm5b",7.2143,7.6049,6.2132,4.6362,6.2107,7.9392,7.427,7.8094
"227325","Dner",5.3491,3.97,2.891,5.5509,4.792,5.2994,0,4.5053
"81701","Egfl8",2.4343,2.2242,2.2627,0,0,1.4424,3.9627,0
"110862","Kcnq3",0,0,0,0,0,0,0,0
"214766","Mmp21",0,0,0,0,0,0,0,0
"107586","Ovol2",0,0,0,0,3.2755,0,0,0
"245839","Gzmn",0,0,0,0,0,0,0,0
"107701","Sf3b4",8.259,8.1143,9.0432,9.2326,8.9164,7.4796,7.5692,7.4897
"110877","Slc18a1",0.3716,0.3463,4.7447,0,4.0155,0,3.6319,2.9158
"140740","Sec63",9.0042,9.0444,9.3534,10.1842,10.1621,8.5831,9.7277,9.1716
"209011","Sirt7",6.4373,7.0982,5.4375,6.2661,5.3339,6.8407,7.8231,6.4058
"211548","Nomo1",5.6281,4.5133,7.3754,6.5001,6.8486,0,4.7447,5.9709
"212307","Mapre2",8.9999,9.1307,8.8139,9.338,8.7966,8.543,7.9758,7.6856
"216395","Tmem5",6.0125,6.1206,7.0944,4.4816,5.9509,6.4262,6.6736,6.6334
"216892","Spns2",0,0,0,0,0,0,0,0
"224674","Slc37a1",4.5049,3.7747,0,3.6765,3.762,4.393,1.1664,5.3114
"224691","Zfp472",5.0778,4.2599,3.7549,4.6362,4.5493,4.8948,2.9263,2.6327
"226646","Ndufs2",6.1018,6.1293,5.8341,5.4817,6.5856,6.8208,6.2385,5.5962
"228889","Ddx27",8.6,8.2949,9.2519,9.6942,8.4321,8.4156,7.9551,7.882
